id,display_name,class,spec,provenance,defined,registered,implementation_class,implementation_category,configured_spell_category,configured_spell_category_reason,unlock_level,active_kit,balance_entry,spell_school,combo_reference,targeting,cooldown,effective_cost,damage,healing,cc,mobility,summon,delayed,projectile,scaling_path,regression_coverage,definition_location,registration_location
frost_nova,Fagyrobbanás,wizard,elementalist,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,28,elementalist,yes,class default / primordial,,AOE,90,60,,,"SLOWNESS,FREEZE",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:335,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:335
frost_shock,Fagyrengés,shaman,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,11,,yes,class default / primordial,,TARGET,30,35,4,,"SLOWNESS,FREEZE",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1117,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1117
frost_strike,Fagycsapás,death_knight,frost,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,27,frost,yes,class default / primordial,"deathfrost,frozen-strike",TARGET,25,3,6,,FREEZE,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:962,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:962
frost_touch,Fagyérintés,wizard,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET cc primitive; no persistent/scheduled lifecycle,7,,yes,class default / primordial,"arcane-execution,frost-nova",TARGET,45,40,,,"SLOWNESS,FREEZE",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:203,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:203
frostscythe,Fagykasza,death_knight,frost,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/cc primitive; no persistent/scheduled lifecycle,30,frost,yes,class default / primordial,,AOE,35,4,5,,FREEZE,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:978,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:978
gale_burst,Viharlöket,wizard,elementalist,SPEC,yes,yes,ProjectileBurstSpell,projectile,,,42,elementalist,yes,class default / primordial,,implementation-defined,40,35,,,,,no,no,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:356,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:356
garrote,Fojtás,assassin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,18,,yes,class default / primordial,slow-finish,TARGET,90,5,6,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:314,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:314
ghost_step,Szellemléptek,assassin,phantom,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,26,phantom,yes,class default / primordial,,SELF,60,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:625,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:625
glide,Siklás,demon_hunter,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,19,,yes,class default / primordial,,SELF,45,35,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1433,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1433
grave_grasp,Sírkéz,wizard,necromancer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET cc primitive; no persistent/scheduled lifecycle,26,necromancer,yes,class default / primordial,,TARGET,45,2,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:367,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:367
gravity_well,Gravitációs Örvény,wizard,,BASE,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,21,,yes,class default / primordial,,AOE,150,60,,,"LEVITATION,SLOWNESS",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:220,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:220
grip_of_the_dead,A Holtak Szorítása,death_knight,unholy,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/cc primitive; no persistent/scheduled lifecycle,36,unholy,yes,arnyek,,AOE,40,35,2.0,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1006,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1006
ground_slam,Földcsapás,warrior,berserker,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,32,,yes,class default / primordial,,AOE,60,6,3,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:425,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:425
guardian_angel,Őrangyal,paladin,holy,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,SELF,150,70,,6,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:840,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:840
guardian_of_kings,Ősi Királyok Őre,paladin,protection,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,42,protection,yes,class default / primordial,,SELF,150,7,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1625,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1625
guardian_swipe,Védő Csapás,druid,ironbark,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,33,,yes,class default / primordial,,AOE,30,4,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1543,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1543
gust,Lokeshullam,warrior,,BASE,yes,yes,GustSpell,dedicated,,,15,,yes,class default / primordial,,implementation-defined,60,30,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/GustSpell.java:13,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:777
hammer_of_justice,Igazság Pörölye,paladin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,8,,yes,class default / primordial,holy-verdict,TARGET,45,35,3,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:791,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:791
hammer_of_the_righteous,Igazak Pörölye,paladin,protection,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,30,,yes,class default / primordial,,AOE,25,4,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1621,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1621
hamstring,Ínmetszés,assassin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,8,,yes,class default / primordial,slow-finish,TARGET,35,4,2,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:299,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:299
haunt,Kísértés,assassin,phantom,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET cc primitive; no persistent/scheduled lifecycle,29,phantom,yes,class default / primordial,,TARGET,60,5,,,"BLINDNESS,SLOWNESS",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:632,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:632
headshot,Fejlövés,archer,sharpshooter,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,27,sharpshooter,yes,class default / primordial,,TARGET,60,40,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:511,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:511
heal,Gyógyítás,priest,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,4,discipline,yes,class default / primordial,,SELF,30,50,,6,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1311,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1311
healing_rain,Gyógyeső,shaman,tidal,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,36,tidal,yes,class default / primordial,,AOE,90,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1579,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1579
healing_stream_totem,Gyógyár-totem,shaman,,BASE,yes,yes,ShamanTotemSpell,stateful,,,19,"elemental,tidal",yes,class default / primordial,,implementation-defined,90,50,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/managers/TotemManager.java:46,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:812
healing_surge,Gyógyár,shaman,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,4,tidal,yes,class default / primordial,,SELF,30,40,,6,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1106,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1106
healing_touch,Gyógyító Érintés,druid,restoration,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,27,restoration,yes,class default / primordial,,SELF,30,45,,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1555,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1555
healing_wave,Gyógyhullám,shaman,tidal,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,25,,yes,class default / primordial,,SELF,25,40,,7,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1573,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1573
healing_word,Gyógyító Szó,warrior,guardian,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,32,,yes,class default / primordial,,AOE,120,6,,2,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:471,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:471
heart_strike,Szívcsapás,death_knight,blood,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/healing primitive; no persistent/scheduled lifecycle,25,blood,yes,class default / primordial,,TARGET,20,3,6,2,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:925,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:925
heroic_leap,Hősi Szökellés,warrior,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,7,berserker,yes,class default / primordial,,SELF,25,3,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:234,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:234
hide,Elrejtzes,assassin,phantom,SPEC,yes,yes,HideSpell,stateful,,,25,phantom,yes,class default / primordial,,implementation-defined,480,550,,,,,no,yes,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/HideSpell.java:27,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:776
high_perch,Magasles,archer,sharpshooter,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,37,,yes,class default / primordial,,SELF,60,4,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:527,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:527
holy_fire,Szent Tűz,paladin,retribution,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,33,retribution,yes,class default / primordial,,TARGET,45,50,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:873,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:873
holy_light,Szent Fény,paladin,holy,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,25,holy,yes,class default / primordial,,SELF,30,45,,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:819,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:819
holy_nova,Szent Nóva,priest,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,17,,yes,class default / primordial,holy-trinity,AOE,60,5,,3,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1321,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1321
holy_smite,Szent Sújtás,priest,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET utility primitive; no persistent/scheduled lifecycle,2,,yes,class default / primordial,"holy-mind,holy-trinity",TARGET,25,30,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1309,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1309
